方名,网址,状态码,正文命中,页面摘要
治迎风下泪方,https://www.yixue.com/%E6%B2%BB%E8%BF%8E%E9%A3%8E%E4%B8%8B%E6%B3%AA%E6%96%B9,404,否,404；
治痈疽方,https://www.yixue.com/%E6%B2%BB%E7%97%88%E7%96%BD%E6%96%B9,404,否,404；
治诸痛方,https://www.yixue.com/%E6%B2%BB%E8%AF%B8%E7%97%9B%E6%96%B9,404,否,404；
中风方,https://www.yixue.com/%E4%B8%AD%E9%A3%8E%E6%96%B9,404,否,404；
猪脊汤,https://www.yixue.com/%E7%8C%AA%E8%84%8A%E6%B1%A4,404,否,404；
紫霞丹,https://www.yixue.com/%E7%B4%AB%E9%9C%9E%E4%B8%B9,200,是,紫霞丹_紫霞丹的作用_紫霞丹说明书_紫霞丹的功效_中药紫霞丹配方_医学百科 - 医学百科；紫霞丹_紫霞丹的作用_紫霞丹说明书_紫霞丹的功效_中药紫霞丹配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 紫霞丹 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 硫黄 针砂 各120克 五倍子 60克 【制法】 上药于砂锅内加水煮一时，放冷，先拣去五倍子，次淘 去针 砂，最后将硫黄以皮纸于灰
拔疔除根方,https://www.yixue.com/%E6%8B%94%E7%96%94%E9%99%A4%E6%A0%B9%E6%96%B9,200,是,拔疔除根方_拔疔除根方的作用_拔疔除根方说明书_拔疔除根方的功效_中药拔疔除根方配方_医学百科 - 医学百科；拔疔除根方_拔疔除根方的作用_拔疔除根方说明书_拔疔除根方的功效_中药拔疔除根方配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 拔疔除根方 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 鲥鱼 靥（用手刮下，不可见水，阴干，收贮）。 【功效与作用】 疔疮 。 【用法用量】 用时以 银针 拨开疔
百子附归丸,https://www.yixue.com/%E7%99%BE%E5%AD%90%E9%99%84%E5%BD%92%E4%B8%B8,200,是,百子附归丸_百子附归丸的作用_百子附归丸说明书_百子附归丸的功效_中药百子附归丸配方_医学百科 - 医学百科；百子附归丸_百子附归丸的作用_百子附归丸说明书_百子附归丸的功效_中药百子附归丸配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 百子附归丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【别名】 滋血 暖宫丸 、 百子建中丸 、百子 归附丸 【处方】 真 阿胶 （蛤粉炒成珠）2两，蕲 艾叶 （去筋梗，
斑龙丸,https://www.yixue.com/%E6%96%91%E9%BE%99%E4%B8%B8,200,是,斑龙丸_斑龙丸的作用_斑龙丸说明书_斑龙丸的功效_中药斑龙丸配方_医学百科 - 医学百科；斑龙丸_斑龙丸的作用_斑龙丸说明书_斑龙丸的功效_中药斑龙丸配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 斑龙丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《医学正传》卷三:斑龙丸 2 《文堂集验方》卷三:斑龙丸 3 《医学正传》卷三引《青囊集方》:斑龙丸 4 《百》卷四:斑龙丸 5 
保安煎,https://www.yixue.com/%E4%BF%9D%E5%AE%89%E7%85%8E,404,否,404；
苍术白虎汤,https://www.yixue.com/%E8%8B%8D%E6%9C%AF%E7%99%BD%E8%99%8E%E6%B1%A4,200,是,苍术白虎汤_苍术白虎汤的作用_苍术白虎汤说明书_苍术白虎汤的功效_中药苍术白虎汤配方_医学百科 - 医学百科；苍术白虎汤_苍术白虎汤的作用_苍术白虎汤说明书_苍术白虎汤的功效_中药苍术白虎汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 苍术白虎汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 人参 白虎汤 加 苍术 1钱。 【功效与作用】 平生素虚及老人 伤暑 壮热 、汗多不止。 【用法用量】 水
柴胡梅连散,https://www.yixue.com/%E6%9F%B4%E8%83%A1%E6%A2%85%E8%BF%9E%E6%95%A3,200,是,柴胡梅连散_柴胡梅连散的作用_柴胡梅连散说明书_柴胡梅连散的功效_中药柴胡梅连散配方_医学百科 - 医学百科；柴胡梅连散_柴胡梅连散的作用_柴胡梅连散说明书_柴胡梅连散的功效_中药柴胡梅连散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 柴胡梅连散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 柴胡 人参 黄芩 甘草 胡黄连 当归 芍药 各15克 【制法】 上药研为末。 【功效与作用】 主 骨蒸劳 
大小肠痈极验方,https://www.yixue.com/%E5%A4%A7%E5%B0%8F%E8%82%A0%E7%97%88%E6%9E%81%E9%AA%8C%E6%96%B9,404,否,404；
调经方,https://www.yixue.com/%E8%B0%83%E7%BB%8F%E6%96%B9,404,否,404；
丁香柿蒂竹茹汤,https://www.yixue.com/%E4%B8%81%E9%A6%99%E6%9F%BF%E8%92%82%E7%AB%B9%E8%8C%B9%E6%B1%A4,200,是,丁香柿蒂竹茹汤_丁香柿蒂竹茹汤的作用_丁香柿蒂竹茹汤说明书_丁香柿蒂竹茹汤的功效_中药丁香柿蒂竹茹汤配方_医学百科 - 医学百科；丁香柿蒂竹茹汤_丁香柿蒂竹茹汤的作用_丁香柿蒂竹茹汤说明书_丁香柿蒂竹茹汤的功效_中药丁香柿蒂竹茹汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 丁香柿蒂竹茹汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【别名】 丁香柿蒂汤 【处方】 丁香 3粒， 柿蒂 3钱， 竹茹 3钱， 陈皮 1钱。 【功
肚腹水泻方,https://www.yixue.com/%E8%82%9A%E8%85%B9%E6%B0%B4%E6%B3%BB%E6%96%B9,404,否,404；
飞虎散,https://www.yixue.com/%E9%A3%9E%E8%99%8E%E6%95%A3,200,是,飞虎散_飞虎散的作用_飞虎散说明书_飞虎散的功效_中药飞虎散配方_医学百科 - 医学百科；飞虎散_飞虎散的作用_飞虎散说明书_飞虎散的功效_中药飞虎散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 飞虎散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《医方类聚》卷八十二引《瑞竹堂经验方》:飞虎散 2 《瑞竹堂方》引郑参政方（见《医方类聚》卷八十二）:飞虎散 3 中药方专题 3.
福神丹,https://www.yixue.com/%E7%A6%8F%E7%A5%9E%E4%B8%B9,200,是,福神丹_福神丹的作用_福神丹说明书_福神丹的功效_中药福神丹配方_医学百科 - 医学百科；福神丹_福神丹的作用_福神丹说明书_福神丹的功效_中药福神丹配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 福神丹 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 诃子 4个（炮）， 巴戟 （炒）半两， 黑牵牛 （生）半两， 甘草 3钱（生）， 赤小豆 49粒（生）。 【制法】 上为末，面糊为
甘露散,https://www.yixue.com/%E7%94%98%E9%9C%B2%E6%95%A3,200,是,甘露散_甘露散的作用_甘露散说明书_甘露散的功效_中药甘露散配方_医学百科 - 医学百科；甘露散_甘露散的作用_甘露散说明书_甘露散的功效_中药甘露散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 甘露散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《全国中药成药处方集》（沈阳方）:甘露散 2 《圣济总录》卷三十四:甘露散 3 《圣惠》卷四:甘露散 4 《卫生总微》卷三:甘露散
甘遂半夏汤,https://www.yixue.com/%E7%94%98%E9%81%82%E5%8D%8A%E5%A4%8F%E6%B1%A4,200,是,甘遂半夏汤_甘遂半夏汤的作用_甘遂半夏汤说明书_甘遂半夏汤的功效_中药甘遂半夏汤配方_医学百科 - 医学百科；甘遂半夏汤_甘遂半夏汤的作用_甘遂半夏汤说明书_甘遂半夏汤的功效_中药甘遂半夏汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 甘遂半夏汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《金匮要略》卷中:甘遂半夏汤 2 《金匮》卷中:甘遂半夏汤 3 中药方专题 3.1 按功效分类的常用方剂 
膏药方,https://www.yixue.com/%E8%86%8F%E8%8D%AF%E6%96%B9,404,否,404；
钩藤饮十,https://www.yixue.com/%E9%92%A9%E8%97%A4%E9%A5%AE%E5%8D%81,404,否,404；
固元饮,https://www.yixue.com/%E5%9B%BA%E5%85%83%E9%A5%AE,200,是,固元饮_固元饮的作用_固元饮说明书_固元饮的功效_中药固元饮配方_医学百科 - 医学百科；固元饮_固元饮的作用_固元饮说明书_固元饮的功效_中药固元饮配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 固元饮 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 大生地 4钱， 川芎 6分，归身2钱， 川续断 2钱，云苓2钱， 炒白芍 1钱5分，制 杜仲 1钱5分， 丹参 1钱5分， 焦白术
桂姜汤,https://www.yixue.com/%E6%A1%82%E5%A7%9C%E6%B1%A4,200,是,桂姜汤_桂姜汤的作用_桂姜汤说明书_桂姜汤的功效_中药桂姜汤配方_医学百科 - 医学百科；桂姜汤_桂姜汤的作用_桂姜汤说明书_桂姜汤的功效_中药桂姜汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 桂姜汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《外科全生集》卷四:桂姜汤 2 《直指》卷十八:桂姜汤 3 中药方专题 3.1 按功效分类的常用方剂 3.2 中药方大全 按拼音查
海浮散,https://www.yixue.com/%E6%B5%B7%E6%B5%AE%E6%95%A3,200,是,海浮散_海浮散的作用_海浮散说明书_海浮散的功效_中药海浮散配方_医学百科 - 医学百科；海浮散_海浮散的作用_海浮散说明书_海浮散的功效_中药海浮散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 海浮散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 乳香 没药各 等分 【制法】 上药研细末。 【功效与作用】 祛腐生肌，止痛 止血 。治 疮疡 溃后，脓毒将尽， 乳癌 溃破等。 【
黄六一汤,https://www.yixue.com/%E9%BB%84%E5%85%AD%E4%B8%80%E6%B1%A4,404,否,404；
回毒即消丹,https://www.yixue.com/%E5%9B%9E%E6%AF%92%E5%8D%B3%E6%B6%88%E4%B8%B9,200,是,回毒即消丹_回毒即消丹的作用_回毒即消丹说明书_回毒即消丹的功效_中药回毒即消丹配方_医学百科 - 医学百科；回毒即消丹_回毒即消丹的作用_回毒即消丹说明书_回毒即消丹的功效_中药回毒即消丹配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 回毒即消丹 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 净 金银花 5钱， 生甘草 1钱， 人参 2钱， 黑参 3钱。 【功效与作用】 痘疹回毒。 【用法用量】 
藿香汤,https://www.yixue.com/%E8%97%BF%E9%A6%99%E6%B1%A4,200,是,藿香汤_藿香汤的作用_藿香汤说明书_藿香汤的功效_中药藿香汤配方_医学百科 - 医学百科；藿香汤_藿香汤的作用_藿香汤说明书_藿香汤的功效_中药藿香汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 藿香汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《三因极一病证方论》卷十一:藿香汤 2 《圣济总录》卷六十七:藿香汤 3 《普济方》卷三五五:藿香汤 4 《圣济总录》卷一六三:藿
加味葛根汤,https://www.yixue.com/%E5%8A%A0%E5%91%B3%E8%91%9B%E6%A0%B9%E6%B1%A4,200,是,加味葛根汤_加味葛根汤的作用_加味葛根汤说明书_加味葛根汤的功效_中药加味葛根汤配方_医学百科 - 医学百科；加味葛根汤_加味葛根汤的作用_加味葛根汤说明书_加味葛根汤的功效_中药加味葛根汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 加味葛根汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《医宗己任编》卷三:加味葛根汤 2 《种痘新书》卷十二:加味葛根汤 3 《片玉痘疹》卷六:加味葛根汤 4 
老人中蛇蛊方,https://www.yixue.com/%E8%80%81%E4%BA%BA%E4%B8%AD%E8%9B%87%E8%9B%8A%E6%96%B9,404,否,404；
麦门冬煎,https://www.yixue.com/%E9%BA%A6%E9%97%A8%E5%86%AC%E7%85%8E,200,是,麦门冬煎_麦门冬煎的作用_麦门冬煎说明书_麦门冬煎的功效_中药麦门冬煎配方_医学百科 - 医学百科；麦门冬煎_麦门冬煎的作用_麦门冬煎说明书_麦门冬煎的功效_中药麦门冬煎配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 麦门冬煎 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 麦门冬 （去心） 人参 黄耆 各60克 白茯苓 山茱萸 山药 桂心 各45克 黑豆 105克（煮，去皮，别研） 【制法
麦汤散,https://www.yixue.com/%E9%BA%A6%E6%B1%A4%E6%95%A3,404,否,404；
秘元煎,https://www.yixue.com/%E7%A7%98%E5%85%83%E7%85%8E,200,是,秘元煎_秘元煎的作用_秘元煎说明书_秘元煎的功效_中药秘元煎配方_医学百科 - 医学百科；秘元煎_秘元煎的作用_秘元煎说明书_秘元煎的功效_中药秘元煎配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 秘元煎 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【别名】 秘元汤 （《会约 医镜 》卷十三）。 【处方】 远志 2.4克 山药6克 芡实 6克 枣仁（炒，捣碎）6克 白术 （妙） 茯苓 各
牛膝汤,https://www.yixue.com/%E7%89%9B%E8%86%9D%E6%B1%A4,200,是,牛膝汤_牛膝汤的作用_牛膝汤说明书_牛膝汤的功效_中药牛膝汤配方_医学百科 - 医学百科；牛膝汤_牛膝汤的作用_牛膝汤说明书_牛膝汤的功效_中药牛膝汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 牛膝汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 滑石 八两， 当归 （去苗.酒浸）、 木通 ，各六两； 牛膝 （去苗.酒浸.焙）、 瞿麦 ，各四两； 冬葵子 五两。 【 炮制 】
普救散,https://www.yixue.com/%E6%99%AE%E6%95%91%E6%95%A3,200,是,普救散_普救散的作用_普救散说明书_普救散的功效_中药普救散配方_医学百科 - 医学百科；普救散_普救散的作用_普救散说明书_普救散的功效_中药普救散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 普救散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【别名】 二姓不传散（《百选方》卷七）、不传散（《 普济方 》卷一四七）。 【处方】 苍术 500克（米泔水浸三日，切，焙干）干葛250克（
乳吹乳岩方,https://www.yixue.com/%E4%B9%B3%E5%90%B9%E4%B9%B3%E5%B2%A9%E6%96%B9,404,否,404；
乳癖乳岩方,https://www.yixue.com/%E4%B9%B3%E7%99%96%E4%B9%B3%E5%B2%A9%E6%96%B9,404,否,404；
神功沃雪汤,https://www.yixue.com/%E7%A5%9E%E5%8A%9F%E6%B2%83%E9%9B%AA%E6%B1%A4,404,否,404；
神仙附益丸,https://www.yixue.com/%E7%A5%9E%E4%BB%99%E9%99%84%E7%9B%8A%E4%B8%B8,404,否,404；
神效万金丹,https://www.yixue.com/%E7%A5%9E%E6%95%88%E4%B8%87%E9%87%91%E4%B8%B9,404,否,404；
神验保产无忧散,https://www.yixue.com/%E7%A5%9E%E9%AA%8C%E4%BF%9D%E4%BA%A7%E6%97%A0%E5%BF%A7%E6%95%A3,404,否,404；
肾着汤,https://www.yixue.com/%E8%82%BE%E7%9D%80%E6%B1%A4,200,是,肾着汤_肾着汤的作用_肾着汤说明书_肾着汤的功效_中药肾着汤配方_医学百科 - 医学百科；肾着汤_肾着汤的作用_肾着汤说明书_肾着汤的功效_中药肾着汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 肾着汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 茯苓 白术 各120克 干姜 （炮） 甘草 各60克（炙） 杏仁 （去皮、尖，炒）90克 【制法】 上锉为散。 【功效与作用】 治
升阳散火汤,https://www.yixue.com/%E5%8D%87%E9%98%B3%E6%95%A3%E7%81%AB%E6%B1%A4,200,是,升阳散火汤_升阳散火汤的作用_升阳散火汤说明书_升阳散火汤的功效_中药升阳散火汤配方_医学百科 - 医学百科；升阳散火汤_升阳散火汤的作用_升阳散火汤说明书_升阳散火汤的功效_中药升阳散火汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 升阳散火汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【别名】 柴胡升麻汤 （《 兰室秘藏 》卷下）。 【处方】 升麻 葛根 独活 羌活 白芍药 人参 各15克 甘草 （
生化汤论附方,https://www.yixue.com/%E7%94%9F%E5%8C%96%E6%B1%A4%E8%AE%BA%E9%99%84%E6%96%B9,404,否,404；
疏风利阴煎,https://www.yixue.com/%E7%96%8F%E9%A3%8E%E5%88%A9%E9%98%B4%E7%85%8E,404,否,404；
陶真君心痛方,https://www.yixue.com/%E9%99%B6%E7%9C%9F%E5%90%9B%E5%BF%83%E7%97%9B%E6%96%B9,404,否,404；
通脉散,https://www.yixue.com/%E9%80%9A%E8%84%89%E6%95%A3,404,否,404；
通血散,https://www.yixue.com/%E9%80%9A%E8%A1%80%E6%95%A3,404,否,404；
杏参散,https://www.yixue.com/%E6%9D%8F%E5%8F%82%E6%95%A3,200,是,杏参散_杏参散的作用_杏参散说明书_杏参散的功效_中药杏参散配方_医学百科 - 医学百科；杏参散_杏参散的作用_杏参散说明书_杏参散的功效_中药杏参散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 杏参散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《宋.太平惠民和剂局方》:杏参散 2 《太平惠民和剂局方》卷四:杏参散 3 中药方专题 3.1 按功效分类的常用方剂 3.2 中药
雄黄兑散,https://www.yixue.com/%E9%9B%84%E9%BB%84%E5%85%91%E6%95%A3,404,否,404；
血余丸,https://www.yixue.com/%E8%A1%80%E4%BD%99%E4%B8%B8,404,否,404；
牙痛煎方,https://www.yixue.com/%E7%89%99%E7%97%9B%E7%85%8E%E6%96%B9,404,否,404；
阳症吐血方,https://www.yixue.com/%E9%98%B3%E7%97%87%E5%90%90%E8%A1%80%E6%96%B9,404,否,404；
遗精矣而又健忘方,https://www.yixue.com/%E9%81%97%E7%B2%BE%E7%9F%A3%E8%80%8C%E5%8F%88%E5%81%A5%E5%BF%98%E6%96%B9,404,否,404；
又补录定胎方,https://www.yixue.com/%E5%8F%88%E8%A1%A5%E5%BD%95%E5%AE%9A%E8%83%8E%E6%96%B9,404,否,404；
遇仙丹,https://www.yixue.com/%E9%81%87%E4%BB%99%E4%B8%B9,200,是,遇仙丹_遇仙丹的作用_遇仙丹说明书_遇仙丹的功效_中药遇仙丹配方_医学百科 - 医学百科；遇仙丹_遇仙丹的作用_遇仙丹说明书_遇仙丹的功效_中药遇仙丹配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 遇仙丹 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 黑牵牛 子（半生半炒，研取头。末）120克 三棱 蓬术 茵陈 槟榔 （供用生）各15克 【制法】 上药研末。每120克，用 皂角 
栀子汤,https://www.yixue.com/%E6%A0%80%E5%AD%90%E6%B1%A4,200,是,栀子汤_栀子汤的作用_栀子汤说明书_栀子汤的功效_中药栀子汤配方_医学百科 - 医学百科；栀子汤_栀子汤的作用_栀子汤说明书_栀子汤的功效_中药栀子汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 栀子汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《备急千金要方》卷十:栀子汤 2 《外台秘要》卷四引《延年秘录》:栀子汤 3 中药方专题 3.1 按功效分类的常用方剂 3.2 中
治急心疼方,https://www.yixue.com/%E6%B2%BB%E6%80%A5%E5%BF%83%E7%96%BC%E6%96%B9,404,否,404；
治腿麻木沉重方,https://www.yixue.com/%E6%B2%BB%E8%85%BF%E9%BA%BB%E6%9C%A8%E6%B2%89%E9%87%8D%E6%96%B9,404,否,404；
滋补丸,https://www.yixue.com/%E6%BB%8B%E8%A1%A5%E4%B8%B8,404,否,404；
《千金》内补散,https://www.yixue.com/%E3%80%8A%E5%8D%83%E9%87%91%E3%80%8B%E5%86%85%E8%A1%A5%E6%95%A3,404,否,404；
艾煎茯苓散,https://www.yixue.com/%E8%89%BE%E7%85%8E%E8%8C%AF%E8%8B%93%E6%95%A3,200,是,艾煎茯苓散_艾煎茯苓散的作用_艾煎茯苓散说明书_艾煎茯苓散的功效_中药艾煎茯苓散配方_医学百科 - 医学百科；艾煎茯苓散_艾煎茯苓散的作用_艾煎茯苓散说明书_艾煎茯苓散的功效_中药艾煎茯苓散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 艾煎茯苓散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 艾， 茯苓 末1钱。 【功效与作用】 别处 无汗 ，独心孔1片有汗者。 【用法用量】 以艾煎汤，调茯苓末服
安神丸,https://www.yixue.com/%E5%AE%89%E7%A5%9E%E4%B8%B8,200,是,安神丸_安神丸说明书_安神丸的作用_安神丸副作用_安神丸是什么_医学百科 - 医学百科；安神丸_安神丸说明书_安神丸的作用_安神丸副作用_安神丸是什么_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 安神丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 安神丸 ， 益气养血 ， 安神宁 心。适用于一般 神经衰弱 ，如 失眠 ， 头昏 ， 耳鸣 ， 心悸 ， 健忘 。 本药品被归类到 眩晕、耳鸣
保产无忧方,https://www.yixue.com/%E4%BF%9D%E4%BA%A7%E6%97%A0%E5%BF%A7%E6%96%B9,404,否,404；
不止麒麟散,https://www.yixue.com/%E4%B8%8D%E6%AD%A2%E9%BA%92%E9%BA%9F%E6%95%A3,404,否,404；
柴胡去半夏加栝蒌汤,https://www.yixue.com/%E6%9F%B4%E8%83%A1%E5%8E%BB%E5%8D%8A%E5%A4%8F%E5%8A%A0%E6%A0%9D%E8%92%8C%E6%B1%A4,404,否,404；
产妇气喘腹痛方,https://www.yixue.com/%E4%BA%A7%E5%A6%87%E6%B0%94%E5%96%98%E8%85%B9%E7%97%9B%E6%96%B9,404,否,404；
冲和灵宝饮,https://www.yixue.com/%E5%86%B2%E5%92%8C%E7%81%B5%E5%AE%9D%E9%A5%AE,200,是,冲和灵宝饮_冲和灵宝饮的作用_冲和灵宝饮说明书_冲和灵宝饮的功效_中药冲和灵宝饮配方_医学百科 - 医学百科；冲和灵宝饮_冲和灵宝饮的作用_冲和灵宝饮说明书_冲和灵宝饮的功效_中药冲和灵宝饮配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 冲和灵宝饮 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《鲁府禁方》卷一:冲和灵宝饮 2 《伤寒六书》卷三:冲和灵宝饮 3 中药方专题 3.1 按功效分类的常用方
春雪膏,https://www.yixue.com/%E6%98%A5%E9%9B%AA%E8%86%8F,200,是,春雪膏_春雪膏的作用_春雪膏说明书_春雪膏的功效_中药春雪膏配方_医学百科 - 医学百科；春雪膏_春雪膏的作用_春雪膏说明书_春雪膏的功效_中药春雪膏配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 春雪膏 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《宋.太平惠民和剂局方》:春雪膏 2 《太平惠民和剂局方》卷七:春雪膏 3 《局方》类七（淳佑新添方）:春雪膏 4 《朱氏集验方》
淳于丸,https://www.yixue.com/%E6%B7%B3%E4%BA%8E%E4%B8%B8,200,是,淳于丸_淳于丸的作用_淳于丸说明书_淳于丸的功效_中药淳于丸配方_医学百科 - 医学百科；淳于丸_淳于丸的作用_淳于丸说明书_淳于丸的功效_中药淳于丸配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 淳于丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 大黄8两， 白芍 4两， 车前子 4两， 萝卜 子8两。 【制法】 俱生用，为末，水打为丸。 【功效与作用】 痢疾 。 【用法用量
大黄甘遂汤,https://www.yixue.com/%E5%A4%A7%E9%BB%84%E7%94%98%E9%81%82%E6%B1%A4,200,是,大黄甘遂汤_大黄甘遂汤的作用_大黄甘遂汤说明书_大黄甘遂汤的功效_中药大黄甘遂汤配方_医学百科 - 医学百科；大黄甘遂汤_大黄甘遂汤的作用_大黄甘遂汤说明书_大黄甘遂汤的功效_中药大黄甘遂汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 大黄甘遂汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 大黄4两， 甘遂 2两， 阿胶 2两。 【功效与作用】 妇人产后，水与血结于 血室 ， 少腹满 如敦状；及
导气丸,https://www.yixue.com/%E5%AF%BC%E6%B0%94%E4%B8%B8,200,是,导气丸_导气丸的作用_导气丸说明书_导气丸的功效_中药导气丸配方_医学百科 - 医学百科；导气丸_导气丸的作用_导气丸说明书_导气丸的功效_中药导气丸配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 导气丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《普济方》卷三九三引《全婴方》:导气丸 2 《宣明论》卷七:导气丸 3 《杨氏家藏方》卷五:导气丸 4 《寿世保元》卷五:导气丸 
第二方,https://www.yixue.com/%E7%AC%AC%E4%BA%8C%E6%96%B9,404,否,404；
调中散,https://www.yixue.com/%E8%B0%83%E4%B8%AD%E6%95%A3,200,是,调中散_调中散的作用_调中散说明书_调中散的功效_中药调中散配方_医学百科 - 医学百科；调中散_调中散的作用_调中散说明书_调中散的功效_中药调中散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 调中散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《奇效良方》卷六十四:调中散 2 《医学心悟》卷三:调中散 3 《幼幼集成》卷二:调中散 4 《医方类聚》卷二○四引《修真秘诀》:
二神丸,https://www.yixue.com/%E4%BA%8C%E7%A5%9E%E4%B8%B8,404,否,404；
防己地黄汤,https://www.yixue.com/%E9%98%B2%E5%B7%B1%E5%9C%B0%E9%BB%84%E6%B1%A4,200,是,防己地黄汤_防己地黄汤的作用_防己地黄汤说明书_防己地黄汤的功效_中药防己地黄汤配方_医学百科 - 医学百科；防己地黄汤_防己地黄汤的作用_防己地黄汤说明书_防己地黄汤的功效_中药防己地黄汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 防己地黄汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《金匮要略》卷上:防己地黄汤 2 《金匮》卷上:防己地黄汤 3 中药方专题 3.1 按功效分类的常用方剂 
